ReviewTitle,ReviewBody,ReviewStar,Product,Dominant_topic,Percent,Processed_text,Keywords
Worth it.,great product got price 999 onlyrange as mentioned product descriptionsound quality good unless die hard music lover music creatormight hurt ears extensive usegood rough usebattery life6hrsverifiedi personally use working watching movies listening songsgreat value money,5,boAt Rockerz 255,0,0.819,"['product', 'price', 'onlyrange', 'product', 'quality', 'music', 'music', 'ear', 'movie', 'songsgreat', 'value', 'money']",battery call day hour life money music product quality use
King of BAAAAAASSSSS!!!,impressed product this one got lot baaaaaasssss so like burn ears beats go itbattery back decent 6 hours high volumenot recommended 10 hours decent level volume sometimes 10 hrs grip really nice sticks ears properly the charger get along headset nice product chargers quickly 20 mins charge 3 hrs playback time cooooool isnt thank boat alias nirvana,5,boAt Rockerz 255,0,0.788,"['product', 'one', 'lot', 'baaaaaasssss', 'burn', 'ear', 'beat', 'itbattery', 'hour', 'hour', 'level', 'volume', 'hrs', 'grip', 'stick', 'ear', 'charger', 'headset', 'product', 'charger', 'min', 'time', 'cooooool', 'thank', 'boat']",battery call day hour life money music product quality use
Stopped working after a month!,still struggling get customer care boat which virtually non existent whenever i get talk customer support promise working never get back i would recommend go products decent sales service boat proving typical use throw china product,1,boAt Rockerz 255,3,0.611,"['customer', 'care', 'boat', 'existent', 'talk', 'customer', 'support', 'promise', 'product', 'sale', 'service', 'boat', 'use', 'product']",device ear issue month phone product service time warranty year
Decent product but....,good product decent sound little much bass reduces brightness high frequencieswish sat flush ear quite bit sticking thats okbattery life goodeasy setup access controls side,4,boAt Rockerz 255,0,0.542,"['product', 'sound', 'bass', 'frequencieswish', 'ear', 'bit', 'okbattery', 'life', 'goodeasy', 'setup', 'access', 'side']",battery call day hour life money music product quality use
Everything is good save that the earbuds are extremely painful,the pity everything earphones great starting sound quality technologyuserfriendliness even instructions but i dont know genius came earbud designs they hurt lot unless insert deep ears wont really able get stay inevitably 15 minutes usage ears ache therefore even though perfectly fine product ways usable a great pity,3,boAt Rockerz 255,1,0.323,"['pity', 'quality', 'technologyuserfriendliness', 'instruction', 'genius', 'design', 'lot', 'insert', 'ear', 'minute', 'usage', 'ear', 'product', 'way', 'pity']",bass cancellation clarity earphone headphone music noise quality sound voice
Definitely best in the price range,i worried ear buds comfortable mebattery backup good last day mei heavy useras ping smaller expected pubg works finemost importantly sound awesome combined dolby atmos adapt sound setting provide great experience,4,boAt Rockerz 255,3,0.338,"['ear', 'bud', 'mebattery', 'backup', 'day', 'ping', 'adapt', 'sound', 'experience']",device ear issue month phone product service time warranty year
"Conectivity dissapointing, design of earpeace flawed",overall decent product worth costissues experience 1 week using product iphone 6pros sturdy material flexible behind neck strap wire quality durable tangle free good battery lifecons the device good bluetooth connectivity if phone one foot away sound gets cut often for example phone handbagbackpackpocket expect multiple cut offs especially moving walking using scootermotorcycle if move away need direct sight phone continuous music turn back phone obstruction even wall bathroom stall door takes music gets cut not sure piece frustratingthe ear pieces magnets connects around neck use however makes ear piece heavier result using smaller inear buds tend fall due weight ear piece this becomes hassle working particularly joggingrunning,3,boAt Rockerz 255,3,0.339,"['product', 'costissue', 'experience', 'week', 'product', 'iphone', 'material', 'neck', 'strap', 'wire', 'quality', 'tangle', 'battery', 'lifecon', 'device', 'connectivity', 'phone', 'foot', 'sound', 'example', 'phone', 'handbagbackpackpocket', 'cut', 'scootermotorcycle', 'sight', 'phone', 'music', 'phone', 'obstruction', 'music', 'piece', 'ear', 'piece', 'magnet', 'neck', 'use', 'ear', 'piece', 'result', 'inear', 'bud', 'fall', 'weight', 'ear', 'piece', 'hassle']",device ear issue month phone product service time warranty year
Bass lover here. But gets too bassy,issuescinnectivitythe bluetooth connectivity good just breaks times not recommended gym workout atleast cardio stopped working many times i good amount sweatsoundi bass lover always budget guy till used different kinds ear earphones senhizer cx 180 jbl panasonic boat etc range approx but still prefer senihizer cx 180 boat 225 boat much base voice mainly feels submerged i turn equalizers music app mobile i could get better voicehowever feels bass atleast listening music feels watch movie speciallly hollywooddisappointed bit satisfiesld bit majorly disappointed,3,boAt Rockerz 255,1,0.299,"['connectivity', 'good', 'time', 'time', 'amount', 'budget', 'guy', 'kind', 'earphone', 'senhizer', 'cx', 'jbl', 'panasonic', 'boat', 'senihizer', 'boat', 'boat', 'base', 'voice', 'turn', 'equalizer', 'music', 'app', 'mobile', 'voicehowever', 'bass', 'atleast', 'listening', 'music', 'watch', 'movie', 'bit', 'bit']",bass cancellation clarity earphone headphone music noise quality sound voice
Value for money,i using headset 6 months purchased ₹1500 sound quality base everything good pricecharging time 2 3 hours normal charging not tried turbo fast chargingworking time 6 7 hours music phone callsfor music smooth clear sound quality volume increase decrease buttons availablefor phone calls good didnt found anything badwearing i using running gym driving able wear inside helmetconnectivity bluetooth automatically switch device connected within 5min,5,boAt Rockerz 255,0,0.633,"['headset', 'month', 'quality', 'base', 'pricecharging', 'time', 'hour', 'charging', 'turbo', 'time', 'hour', 'music', 'phone', 'music', 'quality', 'volume', 'decrease', 'button', 'phone', 'call', 'gym', 'helmetconnectivity', 'device', '5min']",battery call day hour life money music product quality use
Best for the price of under 1300/-,first 999 bestso im reviewing 131500 rs deviceafter 3 months usagesoung quality good pricebass also goodrange decentyoull become used 23 days usage comfortable light connectivity usability also easymic work well time ensure right placebut one thing id say 3 months usage build quality us average thats especially careful wires,4,boAt Rockerz 255,4,0.411,"['bestso', 'deviceafter', 'month', 'quality', 'pricebass', 'decentyoull', 'become', 'day', 'light', 'connectivity', 'usability', 'work', 'time', 'thing', 'month', 'usage', 'quality', 'wire']",button cable earphone month side speaker use volume wire work
Just the perfect earphone you need for everyday !!,actually product worth buying i mostly fan quality products brand names boat come product everything supposed i got 1k one sale days thats even satisfying buy views using boat rockers almost month extensively1 sound quite goodbass quite good regular use i mostly listen psychedelic techno rock performs genuinely genres2 lightweight i slept wearing twice never realised3 good battery life goes easily 67 hours one chargemix usage standby4 love color i red black colour onelooks super classy5noise cancellation good blocks pretty much ambient sound even middle noisy surroundingsall alli happy i waited long time buy genuine wireless earphone boat rockers made worth waitcheers team boat,4,boAt Rockerz 255,0,0.5,"['product', 'fan', 'quality', 'product', 'brand', 'name', 'boat', 'product', '1k', 'sale', 'day', 'buy', 'view', 'boat', 'rocker', 'month', 'use', 'techno', 'rock', 'genres2', 'lightweight', 'battery', 'life', 'hour', 'chargemix', 'usage', 'standby4', 'love', 'color', 'colour', 'onelook', 'classy5noise', 'cancellation', 'block', 'sound', 'time', 'earphone', 'boat', 'rocker', 'waitcheer', 'team', 'boat']",battery call day hour life money music product quality use
Customer service :(,firstly voice quality product nice compared others range however service boat side right mu product damaged 7th day i initiated replacement option reverse pick scheduled however delivery information available still itz 3 days go boat website tracking status button works website even cannot reach representative via call i dont know i gonna receive product back,4,boAt Rockerz 255,0,0.421,"['quality', 'product', 'service', 'boat', 'side', 'mu', 'product', 'day', 'replacement', 'option', 'reverse', 'pick', 'delivery', 'information', 'day', 'boat', 'website', 'status', 'button', 'work', 'website', 'representative', 'call', 'product']",battery call day hour life money music product quality use
Best bt headphone under 1500,i used headphone since 15th october today 6th november build quality great styling also greati getting 68 hours battery backup standby 4 5 days awasm battery backupcoming sound quality punch bass solid midrange also great high little bit low ok overall good sound quality accepting type sound quality also sound output loudif u budget 15k go u happy sure budget point headphone compete boata quality product from a quality brand,5,boAt Rockerz 255,0,0.421,"['headphone', 'today', '6th', 'quality', 'styling', 'greati', 'hour', 'battery', 'backup', 'day', 'battery', 'backupcoming', 'quality', 'punch', 'bass', 'midrange', 'bit', 'sound', 'quality', 'type', 'sound', 'quality', 'output', 'loudif', 'budget', '15k', 'budget', 'point', 'compete', 'quality', 'product', 'quality', 'brand']",battery call day hour life money music product quality use
